Date,Adj Close,Close,High,Low,Open,Volume
2020-01-02,339.4350891113281,339.4350891113281,349.8259582519531,334.2396545410156,349.8259582519531,1931849
2020-01-03,335.9714660644531,335.9714660644531,339.4350891113281,329.0442199707031,339.4350891113281,1312151
2020-01-06,332.5078430175781,332.5078430175781,335.9714660644531,329.0442199707031,335.9714660644531,798932
2020-01-07,334.2396545410156,334.2396545410156,341.1669006347656,330.7760314941406,332.5078430175781,1190083
2020-01-08,329.0442199707031,329.0442199707031,335.9714660644531,325.5805969238281,334.2396545410156,3226447
2020-01-09,332.5078430175781,332.5078430175781,332.5078430175781,329.0442199707031,329.0442199707031,2584345
2020-01-10,337.7032775878906,337.7032775878906,337.7032775878906,329.0442199707031,329.0442199707031,1323007
2020-01-13,380.9985656738281,380.9985656738281,386.1940002441406,337.7032775878906,337.7032775878906,28580821
2020-01-14,346.3623352050781,346.3623352050781,384.4621887207031,342.8987121582031,382.7303771972656,16440355
2020-01-15,351.5577697753906,351.5577697753906,360.2168273925781,335.9714660644531,342.8987121582031,4004938
2020-01-16,351.5577697753906,351.5577697753906,355.0213928222656,346.3623352050781,355.0213928222656,2277383
2020-01-17,351.5577697753906,351.5577697753906,353.2895812988281,348.0941467285156,351.5577697753906,902869
2020-01-20,372.3395080566406,372.3395080566406,375.8031311035156,353.2895812988281,353.2895812988281,11376179
2020-01-21,358.4850158691406,358.4850158691406,375.8031311035156,358.4850158691406,374.0713195800781,4302661
2020-01-22,349.8259582519531,349.8259582519531,361.9486389160156,346.3623352050781,355.0213928222656,3479246
2020-01-23,356.7532043457031,356.7532043457031,360.2168273925781,348.0941467285156,349.8259582519531,1445653
2020-01-24,356.7532043457031,356.7532043457031,360.2168273925781,353.2895812988281,360.2168273925781,1096655
2020-01-27,346.3623352050781,346.3623352050781,356.7532043457031,325.5805969238281,356.7532043457031,6267656
2020-01-28,334.2396545410156,334.2396545410156,346.3623352050781,329.0442199707031,346.3623352050781,2505237
2020-01-29,334.2396545410156,334.2396545410156,341.1669006347656,332.5078430175781,334.2396545410156,932318
2020-01-30,316.9215393066406,316.9215393066406,334.2396545410156,316.9215393066406,332.5078430175781,2827905
2020-01-31,311.7261047363281,311.7261047363281,316.9215393066406,304.7988586425781,315.1897277832031,2902509
2020-02-03,308.2624816894531,308.2624816894531,316.9215393066406,304.7988586425781,311.7261047363281,2196197
2020-02-04,308.2624816894531,308.2624816894531,315.1897277832031,304.7988586425781,308.2624816894531,1884269
2020-02-05,318.6533508300781,318.6533508300781,320.3851623535156,309.9942932128906,309.9942932128906,728947
2020-02-06,329.0442199707031,329.0442199707031,332.5078430175781,320.3851623535156,320.3851623535156,1373244
2020-02-07,320.3851623535156,320.3851623535156,329.0442199707031,315.1897277832031,329.0442199707031,1577423
2020-02-10,322.1169738769531,322.1169738769531,323.8487854003906,316.9215393066406,318.6533508300781,706889
2020-02-11,322.1169738769531,322.1169738769531,337.7032775878906,322.1169738769531,323.8487854003906,1179227
2020-02-12,318.6533508300781,318.6533508300781,325.5805969238281,316.9215393066406,323.8487854003906,699729
2020-02-13,316.9215393066406,316.9215393066406,322.1169738769531,315.1897277832031,320.3851623535156,651341
2020-02-14,315.1897277832031,315.1897277832031,316.9215393066406,309.9942932128906,316.9215393066406,525230
2020-02-17,313.4579162597656,313.4579162597656,322.1169738769531,306.5306701660156,306.5306701660156,358584
2020-02-18,313.4579162597656,313.4579162597656,320.3851623535156,311.7261047363281,316.9215393066406,572579
2020-02-19,315.1897277832031,315.1897277832031,318.6533508300781,311.7261047363281,313.4579162597656,522574
2020-02-20,311.7261047363281,311.7261047363281,316.9215393066406,309.9942932128906,315.1897277832031,705157
2020-02-21,311.7261047363281,311.7261047363281,313.4579162597656,309.9942932128906,311.7261047363281,402353
2020-02-24,303.0670471191406,303.0670471191406,311.7261047363281,296.1398010253906,311.7261047363281,951604
2020-02-25,296.1398010253906,296.1398010253906,303.0670471191406,294.4079895019531,303.0670471191406,886008
2020-02-26,277.0898742675781,277.0898742675781,299.6034240722656,277.0898742675781,299.6034240722656,1828836
2020-02-27,242.45362854003906,242.45362854003906,285.7489318847656,238.99000549316406,278.8216857910156,3684349
2020-02-28,233.79457092285156,233.79457092285156,238.99000549316406,202.62196350097656,238.99000549316406,1337096
2020-03-02,226.86732482910156,226.86732482910156,259.7717590332031,216.47645568847656,238.99000549316406,1333054
2020-03-03,237.25819396972656,237.25819396972656,245.91725158691406,235.52638244628906,237.25819396972656,4898107
2020-03-04,252.84449768066406,252.84449768066406,259.7717590332031,228.59913635253906,237.25819396972656,1429370
2020-03-05,258.0399475097656,258.0399475097656,271.8944396972656,251.11268615722656,252.84449768066406,1575344
2020-03-06,244.18544006347656,244.18544006347656,258.0399475097656,242.45362854003906,251.11268615722656,815677
2020-03-09,225.13551330566406,225.13551330566406,245.91725158691406,223.40370178222656,245.91725158691406,945599
2020-03-10,225.13551330566406,225.13551330566406,247.64906311035156,223.40370178222656,225.13551330566406,1423942
2020-03-11,202.62196350097656,202.62196350097656,230.33094787597656,202.62196350097656,225.13551330566406,2332470
2020-03-12,183.57203674316406,183.57203674316406,202.62196350097656,183.57203674316406,202.62196350097656,1716583
2020-03-13,206.08558654785156,206.08558654785156,211.28102111816406,171.44935607910156,199.15834045410156,1088571
2020-03-16,200.89015197753906,200.89015197753906,204.35377502441406,192.23109436035156,204.35377502441406,618312
2020-03-17,187.03565979003906,187.03565979003906,199.15834045410156,187.03565979003906,199.15834045410156,458710
2020-03-18,185.30384826660156,185.30384826660156,187.03565979003906,174.91297912597656,187.03565979003906,565650
2020-03-19,173.18116760253906,173.18116760253906,174.91297912597656,173.18116760253906,174.91297912597656,84766
2020-03-20,183.57203674316406,183.57203674316406,187.03565979003906,161.05848693847656,161.05848693847656,2098842
2020-03-23,172.3152618408203,172.3152618408203,173.18116760253906,171.44935607910156,173.18116760253906,172074
2020-03-24,164.52210998535156,164.52210998535156,180.10841369628906,161.05848693847656,172.3152618408203,1330860
2020-03-26,169.71754455566406,169.71754455566406,181.84022521972656,167.1198272705078,168.8516387939453,2019965
2020-03-27,181.84022521972656,181.84022521972656,211.28102111816406,161.05848693847656,161.05848693847656,1820636
2020-03-30,172.3152618408203,172.3152618408203,181.84022521972656,169.71754455566406,181.84022521972656,256147
2020-03-31,195.69471740722656,195.69471740722656,204.35377502441406,176.64479064941406,183.57203674316406,5164995
2020-04-01,185.30384826660156,185.30384826660156,207.81739807128906,185.30384826660156,187.03565979003906,947216
2020-04-02,190.49928283691406,190.49928283691406,207.81739807128906,173.18116760253906,181.84022521972656,1053463
2020-04-03,197.42652893066406,197.42652893066406,199.15834045410156,190.49928283691406,190.49928283691406,937053
2020-04-06,207.81739807128906,207.81739807128906,214.74464416503906,199.15834045410156,199.15834045410156,2349216
2020-04-07,202.62196350097656,202.62196350097656,221.67189025878906,199.15834045410156,209.54920959472656,1998023
2020-04-08,192.23109436035156,192.23109436035156,202.62196350097656,188.76747131347656,202.62196350097656,996413
2020-04-09,193.96290588378906,193.96290588378906,202.62196350097656,190.49928283691406,202.62196350097656,646490
2020-04-13,195.69471740722656,195.69471740722656,199.15834045410156,187.03565979003906,193.96290588378906,649955
2020-04-14,204.35377502441406,204.35377502441406,207.81739807128906,195.69471740722656,199.15834045410156,1210524
2020-04-15,190.49928283691406,190.49928283691406,209.54920959472656,190.49928283691406,204.35377502441406,2045949
2020-04-16,188.76747131347656,188.76747131347656,197.42652893066406,180.10841369628906,187.03565979003906,1076906
2020-04-17,195.69471740722656,195.69471740722656,200.89015197753906,190.49928283691406,190.49928283691406,812674
2020-04-20,199.15834045410156,199.15834045410156,202.62196350097656,192.23109436035156,200.89015197753906,1619460
2020-04-21,188.76747131347656,188.76747131347656,199.15834045410156,185.30384826660156,199.15834045410156,1649255
2020-04-22,183.57203674316406,183.57203674316406,188.76747131347656,176.64479064941406,188.76747131347656,965001
2020-04-23,183.57203674316406,183.57203674316406,190.49928283691406,183.57203674316406,183.57203674316406,1726977
2020-04-24,171.44935607910156,171.44935607910156,185.30384826660156,171.44935607910156,185.30384826660156,3472433
2020-04-27,172.3152618408203,172.3152618408203,185.30384826660156,169.71754455566406,173.18116760253906,2188690
2020-04-28,172.3152618408203,172.3152618408203,176.64479064941406,171.44935607910156,176.64479064941406,1049074
2020-04-29,169.71754455566406,169.71754455566406,174.91297912597656,166.25392150878906,174.91297912597656,1550515
2020-04-30,174.91297912597656,174.91297912597656,174.91297912597656,171.44935607910156,172.3152618408203,1490924
2020-05-04,176.64479064941406,176.64479064941406,178.37660217285156,167.98573303222656,174.91297912597656,697304
2020-05-05,174.91297912597656,174.91297912597656,183.57203674316406,174.91297912597656,176.64479064941406,1725822
2020-05-06,172.3152618408203,172.3152618408203,178.37660217285156,167.98573303222656,173.18116760253906,1850778
2020-05-08,173.18116760253906,173.18116760253906,174.91297912597656,172.3152618408203,172.3152618408203,814176
2020-05-11,176.64479064941406,176.64479064941406,178.37660217285156,173.18116760253906,173.18116760253906,506521
2020-05-12,200.89015197753906,200.89015197753906,202.62196350097656,173.18116760253906,176.64479064941406,11921504
2020-05-13,207.81739807128906,207.81739807128906,209.54920959472656,188.76747131347656,202.62196350097656,8471591
2020-05-14,193.96290588378906,193.96290588378906,209.54920959472656,193.96290588378906,209.54920959472656,3934723
2020-05-15,181.84022521972656,181.84022521972656,193.96290588378906,181.84022521972656,193.96290588378906,2533069
2020-05-18,185.30384826660156,185.30384826660156,192.23109436035156,181.84022521972656,185.30384826660156,1405002
2020-05-19,183.57203674316406,183.57203674316406,192.23109436035156,181.84022521972656,190.49928283691406,1083720
2020-05-20,185.30384826660156,185.30384826660156,190.49928283691406,181.84022521972656,185.30384826660156,597062
2020-05-26,183.57203674316406,183.57203674316406,190.49928283691406,183.57203674316406,187.03565979003906,848706
2020-05-27,195.69471740722656,195.69471740722656,199.15834045410156,181.84022521972656,183.57203674316406,2161089
2020-05-28,190.49928283691406,190.49928283691406,197.42652893066406,188.76747131347656,197.42652893066406,1362041
2020-05-29,190.49928283691406,190.49928283691406,190.49928283691406,187.03565979003906,190.49928283691406,461135
2020-06-02,190.49928283691406,190.49928283691406,192.23109436035156,187.03565979003906,190.49928283691406,2180029
2020-06-03,192.23109436035156,192.23109436035156,195.69471740722656,187.03565979003906,190.49928283691406,1974002
2020-06-04,192.23109436035156,192.23109436035156,195.69471740722656,190.49928283691406,193.96290588378906,2140533
2020-06-05,193.96290588378906,193.96290588378906,197.42652893066406,192.23109436035156,192.23109436035156,1500625
2020-06-08,226.86732482910156,226.86732482910156,238.99000549316406,195.69471740722656,199.15834045410156,12175919
2020-06-09,219.94007873535156,219.94007873535156,233.79457092285156,216.47645568847656,230.33094787597656,8304020
2020-06-10,206.08558654785156,206.08558654785156,221.67189025878906,206.08558654785156,219.94007873535156,2897312
