Date,Adj Close,Close,High,Low,Open,Volume
2020-01-02,1357.526611328125,2050.0,2050.0,2050.0,2050.0,0
2020-01-03,1357.526611328125,2050.0,2050.0,2050.0,2050.0,0
2020-01-06,1357.526611328125,2050.0,2050.0,2050.0,2050.0,0
2020-01-07,1357.526611328125,2050.0,2050.0,2050.0,2050.0,0
2020-01-08,1357.526611328125,2050.0,2050.0,2050.0,2050.0,0
2020-01-09,1357.526611328125,2050.0,2050.0,2050.0,2050.0,0
2020-01-10,1456.857666015625,2200.0,2200.0,2200.0,2200.0,100
2020-01-13,1456.857666015625,2200.0,2200.0,2200.0,2200.0,0
2020-01-14,1456.857666015625,2200.0,2200.0,2200.0,2200.0,0
2020-01-15,1456.857666015625,2200.0,2200.0,2200.0,2200.0,100
2020-01-16,1456.857666015625,2200.0,2200.0,2200.0,2200.0,0
2020-01-17,1456.857666015625,2200.0,2200.0,2200.0,2200.0,0
2020-01-20,1291.3056640625,1950.0,1965.0,1900.0,1900.0,6000
2020-01-21,1291.3056640625,1950.0,1950.0,1950.0,1950.0,500
2020-01-22,1291.3056640625,1950.0,1950.0,1950.0,1950.0,400
2020-01-23,1225.0848388671875,1850.0,1900.0,1850.0,1900.0,2900
2020-01-24,1208.5296630859375,1825.0,1825.0,1825.0,1825.0,5000
2020-01-27,1191.9744873046875,1800.0,1825.0,1800.0,1825.0,54500
2020-01-28,1191.9744873046875,1800.0,1800.0,1775.0,1775.0,267000
2020-01-29,1178.73046875,1780.0,1780.0,1750.0,1750.0,200
2020-01-30,1178.73046875,1780.0,1780.0,1780.0,1780.0,0
2020-01-31,1158.8642578125,1750.0,1800.0,1750.0,1800.0,100000
2020-02-03,1390.636962890625,2100.0,2100.0,1850.0,1850.0,1400
2020-02-04,1390.636962890625,2100.0,2100.0,2100.0,2100.0,0
2020-02-05,1390.636962890625,2100.0,2100.0,2100.0,2100.0,0
2020-02-06,1390.636962890625,2100.0,2100.0,2100.0,2100.0,0
2020-02-07,1390.636962890625,2100.0,2100.0,2100.0,2100.0,0
2020-02-10,1390.636962890625,2100.0,2100.0,2100.0,2100.0,0
2020-02-11,1390.636962890625,2100.0,2100.0,2100.0,2100.0,0
2020-02-12,1390.636962890625,2100.0,2100.0,2100.0,2100.0,0
2020-02-13,1390.636962890625,2100.0,2100.0,2100.0,2100.0,0
2020-02-14,1390.636962890625,2100.0,2100.0,2100.0,2100.0,0
2020-02-17,1390.636962890625,2100.0,2100.0,2100.0,2100.0,100
2020-02-18,1390.636962890625,2100.0,2100.0,2100.0,2100.0,0
2020-02-19,1390.636962890625,2100.0,2100.0,2100.0,2100.0,0
2020-02-20,1225.0848388671875,1850.0,1850.0,1800.0,1800.0,25300
2020-02-21,1225.0848388671875,1850.0,1850.0,1850.0,1850.0,1000
2020-02-24,1225.0848388671875,1850.0,1900.0,1850.0,1900.0,17600
2020-02-25,1324.416015625,2000.0,2190.0,1900.0,1900.0,5800
2020-02-26,1503.21240234375,2270.0,2500.0,2000.0,2000.0,5700
2020-02-27,1503.21240234375,2270.0,2270.0,1890.0,2270.0,9800
2020-02-28,1489.9681396484375,2250.0,2250.0,1950.0,1950.0,2100
2020-03-02,1483.3460693359375,2240.0,2240.0,1705.0,1750.0,2700
2020-03-03,1483.3460693359375,2240.0,2240.0,2240.0,2240.0,0
2020-03-04,1483.3460693359375,2240.0,2240.0,2240.0,2240.0,0
2020-03-05,1483.3460693359375,2240.0,2240.0,2240.0,2240.0,0
2020-03-06,1483.3460693359375,2240.0,2240.0,2240.0,2240.0,0
2020-03-09,1483.3460693359375,2240.0,2240.0,2240.0,2240.0,0
2020-03-10,1483.3460693359375,2240.0,2240.0,2240.0,2240.0,0
2020-03-11,1483.3460693359375,2240.0,2240.0,2240.0,2240.0,0
2020-03-12,1337.660400390625,2020.0,2020.0,2020.0,2020.0,600
2020-03-13,1337.660400390625,2020.0,2020.0,2020.0,2020.0,0
2020-03-16,1337.660400390625,2020.0,2020.0,2020.0,2020.0,0
2020-03-17,1423.747314453125,2150.0,2150.0,2100.0,2100.0,600
2020-03-18,1423.747314453125,2150.0,2150.0,2150.0,2150.0,0
2020-03-19,1324.416015625,2000.0,2000.0,2000.0,2000.0,300
2020-03-20,1364.148681640625,2060.0,2060.0,2000.0,2000.0,1200
2020-03-23,1271.439453125,1920.0,1920.0,1920.0,1920.0,200
2020-03-24,1357.526611328125,2050.0,2050.0,1790.0,1790.0,5900
2020-03-26,1264.8173828125,1910.0,1910.0,1910.0,1910.0,100
